"Source","Target","relationship_type_id"
Elizabeth Charelton,Frederick H Fox,2
Elizabeth Charelton,Nathaniel Tregellis,2
x Charleton,Elizabeth Charelton,2
x Charleton,James Charleton,2
x Charleton,Henry Fox,2
x Charleton,Algernon Peckover,2
x Charleton,John Sanderson,2
Henry Christy,Thomas Christy,2
Henry Christy,John Fell,2
Henry Christy,Mary Fell,2
Thomas Christy,Richard Christy,2
Thomas Christy,Daniel Bell Hanbury,2
Cyrus Clark,W S Clark,2
Cyrus Clark,Charles Sturge,2
Cyrus Clark,Edmund Sturge,2
Cyrus Clark,George Sturge,2
Cyrus Clark,Samuel Sturge,2
Cyrus Clark,Thomas M Sturge,2
James Clark (2),W S Clark,2
James Clark (2),Charles Sturge,2
James Clark (2),Edmund Sturge,2
James Clark (2),George Sturge,2
James Clark (2),Samuel Sturge,2
James Clark (2),Thomas M Sturge,2
Joseph Clark,W S Clark,2
Joseph Clark,Charles Sturge,2
Joseph Clark,Edmund Sturge,2
Joseph Clark,George Sturge,2
Joseph Clark,Samuel Sturge,2
Joseph Clark,Thomas M Sturge,2
W S Clark,Walter Sturge,2
C Clothier,Cyrus Clark,2
C Clothier,James Clark (2),2
C Clothier,Joseph Clark,2
C Clothier,R Impey,2
C Clothier,Charles Sturge,2
C Clothier,George Sturge,2
C Clothier,Joseph Sturge (Mrs),2
C Clothier,Joseph Sturge,2
C Clothier,Samuel Sturge,2
C Clothier,Thomas M Sturge,2
J H Cotterell,John Gayner,2
J H Cotterell,Walter Sturge,2
W D Crewdson,Francis E Fox,2
W D Crewdson,John Jowett,2
James Cropper,John Cropper,2
John Cropper,William Crosfield,2
Joseph Crosfield,William Crosfield,2
A Crowley,Edward C May,2
A Crowley,Francis May,2
A Crowley,Elizabeth Tuckett,2
A Crowley,Francis Tuckett,2
A Crowley,Frederick Tuckett,2
A Crowley,P Debell Tuckett,2
Henry Crowley,C Ashby,2
Henry Crowley,Frederick Crowley,2
J Cudworth,Mary Cudworth,2
J Cudworth,William Cudworth,2
A Dale,J G Fox,2
A Dale,R Barclay Fox,2
A Dale,John Hodgkin,2
A Dale,Edward Richardson,2
David Dale,Edmund Backhouse,2
David Dale,Edward Jun Backhouse,2
David Dale,John Church Backhouse,2
David Dale,Eliza Barclay,2
Barnard Dickinson,Rachel Fowler,2
Barnard Dickinson,Thomas Fowler,2
Barnard Dickinson,Edward Pease,2
John Dodshon,William Cudworth,2
Daniel Doncaster,Samuel Priestman,2
Daniel Doncaster,Joseph Rowntree,2
Daniel Doncaster,W Rowntree,2
J Doubleday,W D King,2
R Doubleday,W D King,2
Mary Exton,F Seebohm,2
William Exton,F Seebohm,2
John Fell,Richard Christy,2
Mary Fell,Richard Christy,2
Mary Fell,Henry Fell Pease,2
Caleb Fletcher,Joseph Rowntree,2
Martha Fletcher,Samuel Priestman,2
Josiah Forster,Rebecca Beaumont,2
Josiah Forster,W D Crewdson,2
William Forster,Edward North Buxton,2
Joseph Talwin Foster,George Stacey,2
Rachel Fowler,Edward A Leatham,2
Robert Nicholas Fowler,Rachel Fowler,2
Robert Nicholas Fowler,Edward A Leatham,2
Robert Nicholas Fowler,Mary Waterhouse,2
Robert Nicholas Fowler,R Waterhouse,2
William Fowler,J Gurney Barclay,2
William Fowler,H Birkbeck,2
William Fowler,Rachel Fowler,2
William Fowler,Thomas Fowler,2
Alfred L Fox,J G Fox,2
Alfred L Fox,R Barclay Fox,2
Alfred L Fox,Wilson Lloyd,2
Alfred L Fox,Francis Tuckett,2
Alfred L Fox,John E Wilson,2
Charles Henry Fox,x Charleton,2
Charles Henry Fox,George Fox,2
Charles Henry Fox,J G Fox,2
Charles Henry Fox,R Barclay Fox,2
Charles Henry Fox,x Fox,2
Charles Henry Fox,Joseph Whitwell Pease,2
Charles Henry Fox,Joseph T Price,2
Charles Henry Fox,Nathaniel Tregellis,2
Francis E Fox,Frederick H Fox,2
George Fox,Francis E Fox,2
George Fox,Henry Fox,2
George Fox,John Sanderson,2
Henry Fox,Paul Bevan,2
J G Fox,Arthur Pease,2
J G Fox,Edward Pease,2
J G Fox,Gurney Pease,2
J G Fox,Joseph Pease,2
R Barclay Fox,Francis Tuckett,2
Robert Were Fox,Alfred Backhouse,2
Robert Were Fox,Alfred L Fox,2
Robert Were Fox,Joseph Whitwell Pease,2
Robert Were Fox,Joseph T Price,2
Robert Were Fox,Nathaniel Tregellis,2
x Fox,Alfred L Fox,2
x Fox,Gurney Hoare,2
x Fox,Joseph Whitwell Pease,2
Frederick Fryer,John Pease,2
Joseph Gibbens,James Jun Backhouse,2
Joseph Gibbens,Charles Gillett,2
Joseph Gibbens,Samuel Jesper,2
Joseph Gibbens,Thomas Pease,2
Francis Gibson,Edward Pease,2
Francis Gibson,Gurney Pease,2
Francis Gibson,Henry Fell Pease,2
Francis Gibson,John B Pease,2
Francis Gibson,Joseph Whitwell Pease,2
George Stacey Gibson,Rebecca Beaumont,2
George Stacey Gibson,George Stacey,2
Charles Gillett,Jonathan Gillett,2
Charles Gillett,Thomas Pease,2
Charles Gillett,James Sessions,2
John Gillett,Charles Gillett,2
Burwood Godlee,John Hodgkin,2
Burwood Godlee,John Rickman,2
Burwood Godlee,Priscilla Rickman,2
Burwood Godlee,Jane Reynolds,2
Burwood Godlee,R P Rickman,2
William Jun Grimshaw,Francis Brown,2
Anna Gurney,Joseph Pease,2
Henry E Gurney,Andrew Johnston,2
John Henry Gurney,H Birkbeck,2
John Henry Gurney,Edward North Buxton,2
John Henry Gurney,Anna Gurney,2
John Henry Gurney,Henry E Gurney,2
John Henry Gurney,John Gurney,2
John Henry Gurney,Samuel Gurney,2
John Henry Gurney,Gurney Hoare,2
John Gurney,Andrew Johnston,2
Samuel Gurney,Andrew Johnston,2
Daniel P Hack,John Barton Hack,2
Daniel P Hack,Samuel Tuke,2
John Barton Hack,Samuel Tuke,2
Cornelius x Jun Hanbury,Daniel Bell Hanbury,2
Charles L Harford,John Harford,2
John Harford,Summers Harford,2
Edwd Harris,Algernon Peckover,2
Edwd Harris,William Peckover,2
Edwd Harris,John T Shewell,2
Henry Harris,Algernon Peckover,2
Henry Harris,William Peckover,2
Henry Harris,John T Shewell,2
Lydia Harris,Algernon Peckover,2
Lydia Harris,William Peckover,2
Lydia Harris,John T Shewell,2
George Head,Edward North Buxton,2
George Head,Henry E Gurney,2
Sarah Head,Edward North Buxton,2
Sarah Head,Henry E Gurney,2
H Headley,A Janson,2
H Headley,William Janson,2
Henry Hipsley,Isaac Robson,2
Henry Hipsley,Samuel Tuke,2
Gurney Hoare,Edward North Buxton,2
Gurney Hoare,R Barclay Fox,2
Gurney Hoare,Henry E Gurney,2
Gurney Hoare,John Gurney,2
Gurney Hoare,Samuel Gurney,2
John Hodgkin,Jeffrey Lucas,2
John Hodgkin,John Rickman,2
John Hodgkin,Priscilla Rickman,2
John Hodgkin,R Rickman,2
John Hodgkin,R P Rickman,2
Thomas (1) Hodgkin,Samuel Beck,2
Thomas (1) Hodgkin,Burwood Godlee,2
Thomas (1) Hodgkin,Edward Lucas,2
Thomas (1) Hodgkin,Jeffrey Lucas,2
Thomas (1) Hodgkin,John Rickman,2
Thomas (1) Hodgkin,S W Wright,2
Thomas (1) Hodgkin,R Rickman,2
Thomas (1) Hodgkin,R P Rickman,2
Thomas (1) Hodgkin,S Rickman,2
Mary Horsnail,Charles Horsnaill,2
Mary Horsnail,W C Horsnaill,2
Robert Howard,Joseph B Braithwaite,2
Robert Howard,S Braithwaite,2
Robert Howard,Alfred L Fox,2
Henry Hunt,Edward Ash,2
Henry Hunt,Robert Charleton,2
Henry Hunt,T Hunt,2
John Huntley,Joseph Huntley,2
Jonathan Hutchinson,Edwin Bracher,2
Jonathan Hutchinson,James Bracher,2
A Janson,J H Tuke,2
William Janson,J H Tuke,2
Samuel Jesper,Charles Wilson,2
John Jowett,John E Wilson,2
Robert Jowett (2),John Pease,2
Robert Jowett (2),Isaac Wilson,2
Robert Jowett (2),John E Wilson,2
Alfred Kitching,J Cudworth,2
Alfred Kitching,William Cudworth,2
John Kitching,Isaac Reckitt,2
Isabella Lister,Abraham Sewell,2
Joseph Lister,Edward Beck,2
Joseph Lister,Samuel Beck,2
William Horton Lloyd,Charles L Braithwaite,2
William Horton Lloyd,Joseph B Braithwaite,2
William Horton Lloyd,S Braithwaite,2
William Horton Lloyd,Alfred L Fox,2
William Horton Lloyd,Wilson Lloyd,2
William Horton Lloyd,S Baker,2
William Horton Lloyd,Isaac Wilson,2
William Horton Lloyd,John E Wilson,2
Wilson Lloyd,Joseph Whitwell Pease,2
Haggar Lowe,J H Tuke,2
Edward Lucas,Samuel Beck,2
Edward Lucas,Burwood Godlee,2
Edward Lucas,John Hodgkin,2
Edward Lucas,Martha Lucas,2
Edward Lucas,Samuel Lucas,2
Edward Lucas,William Jun Lucas,2
Jeffrey Lucas,Martha Lucas,2
Jeffrey Lucas,Samuel Lucas,2
Jeffrey Lucas,William Jun Lucas,2
Thomas Marriage,Marriage Wallis,2
William Mattravers,John Sanderson,2
Edward C May,Elizabeth Tuckett,2
Edward C May,Francis Tuckett,2
Edward C May,P Debell Tuckett,2
Francis May,W Dillwyn Sims,2
Francis May,Elizabeth Tuckett,2
Francis May,Francis Tuckett,2
Francis May,P Debell Tuckett,2
Josiah Newman,E P Southall,2
Josiah Newman,Sarah Southall,2
Arthur Pease,Henry Fell Pease,2
Arthur Pease,John Pease,2
Edward Pease,Henry Fell Pease,2
Edward Pease,John Pease,2
Gurney Pease,Henry Fell Pease,2
Gurney Pease,John Pease,2
Henry Fell Pease,John Pease,2
Henry Fell Pease,Joseph Pease,2
Henry Fell Pease,Joseph Whitwell Pease,2
John Pease,John B Pease,2
John Pease,Joseph Whitwell Pease,2
John B Pease,Joseph Pease,2
Robert H Penney,John Rickman,2
Robert H Penney,Samuel Thompson,2
Jacob Post,Joseph Rosling,2
Joseph T Price,Nathaniel Tregellis,2
Joseph T Price,Francis Tuckett,2
Edward Priestman (2),Samuel Priestman,2
James Ransome,Robert Ransome,2
Edward Richardson,Edmund Backhouse,2
Edward Richardson,Edward Jun Backhouse,2
Edward Richardson,John Church Backhouse,2
Edward Richardson,Eliza Barclay,2
Edward Richardson,J G Fox,2
W Richardson,G R Pumphrey,2
S Rickman,Burwood Godlee,2
S Rickman,John Hodgkin,2
Joseph Rosling,Samuel Rosling,2
John S Rowntree,John Rowntree,2
John S Rowntree,Joseph Rowntree,2
Joseph Rowntree,J S Robson,2
Joseph Rowntree,John Rowntree,2
Joseph Rowntree,W Rowntree,2
Joseph Rowntree,Hannah Scarr,2
John Sanderson,Paul Bevan,2
John Sanderson,Cornelius x Jun Hanbury,2
Benjamin Seebohm,Henry Hipsley,2
William Seebohm,F Seebohm,2
Abraham Sewell,Phillip Sewell,2
E F Sewell,Joseph Sewell,2
Joseph Sewell,Phillip Sewell,2
Edward Smith,Thomas William Marsh,2
Richard Smith,P Debell Tuckett,2
William Southall,Josiah Newman,2
William Southall,E P Southall,2
George Stacey,Alfred L Fox,2
George Stacey,Wilson Lloyd,2
Charles Sturge,George Sturge,2
Charles Sturge,Samuel Sturge,2
Edmund Sturge,George Sturge,2
Edmund Sturge,Samuel Sturge,2
George Sturge,Thomas M Sturge,2
Joseph Sturge (Mrs),Cyrus Clark,2
Joseph Sturge (Mrs),James Clark (2),2
Joseph Sturge (Mrs),Joseph Clark,2
Joseph Sturge (Mrs),George Sturge,2
Joseph Sturge,Cyrus Clark,2
Joseph Sturge,James Clark (2),2
Joseph Sturge,Joseph Clark,2
Joseph Sturge,George Sturge,2
Joseph Sturge,Samuel Sturge,2
Samuel Sturge,Thomas M Sturge,2
Walter Sturge,Fielden Thorpe,2
H Taylor,James Baker,2
A Thistlethwaite,James Baker,2
F J Thompson,W S Clark,2
Nathaniel Tregellis,Francis Tuckett,2
James E Veale,Edwin Bracher,2
John Warner,Edmund Lucas,2
Benjamin Wheeler,Frederick Wheeler,2
W Whiting,John Whiting,2
Isaac Wilson,S Braithwaite,2
Isaac Wilson,John Jowett,2
Isaac Wilson,John E Wilson,2
William Spicer Wood,Daniel Doncaster,2
