"person_id","Name","religion_id","religion_name","ceda_id","ceda_name","person_ceda_first_year","person_ceda_last_year"
2233,William Spicer Wood,1,Quaker,6,AI,1863,1871
1021,Jonathan Hutchinson,1,Quaker,6,AI,1863,1871
732,Charles Henry Fox,1,Quaker,6,AI,1861,1871
730,Robert Nicholas Fowler,1,Quaker,6,AI,1851,1871
503,Henry Crowley,1,Quaker,6,AI,1864,1871
303,William Bull,1,Quaker,6,AI,1867,1871
249,Antonio Brady,1,Quaker,6,AI,1864,1871
80,Edward Backhouse,1,Quaker,6,AI,1870,1871
